customer_id,tenure_months,contract_type,monthly_charges,support_calls,payment_delay_days,is_senior_citizen,has_addon_services,churned,avg_monthly_spend_per_tenure,high_support_contact,is_month_to_month,churn_risk_score
CUST_00641,35,Two year,1449.04,0,3,0,0,0,41.40114285714286,0,0,0.216
CUST_00642,27,One year,2105.81,2,10,0,1,0,77.99296296296296,0,0,0.369
CUST_00643,1,One year,2070.55,1,10,0,0,0,2070.55,0,0,0.395
CUST_00644,35,Month-to-month,2466.57,2,14,0,1,1,70.47342857142857,0,1,0.643
CUST_00645,13,Month-to-month,1585.85,1,18,1,0,1,121.98846153846154,0,1,0.777
CUST_00646,20,Two year,2291.58,2,9,0,0,1,114.579,0,0,0.473
CUST_00647,4,One year,2233.98,1,26,0,1,1,558.495,0,0,0.578
CUST_00648,67,Month-to-month,1687.16,1,1,0,1,0,25.181492537313435,0,1,0.267
CUST_00649,42,Month-to-month,2666.87,2,21,0,1,1,63.49690476190476,0,1,0.536
CUST_00650,51,Month-to-month,841.02,1,17,0,0,1,16.490588235294116,0,1,0.448
CUST_00651,14,Two year,2548.0,0,29,1,1,0,182.0,0,0,0.47
CUST_00652,50,Month-to-month,2649.14,1,15,0,1,0,52.9828,0,1,0.418
CUST_00653,40,Month-to-month,1497.0,1,2,0,1,0,37.425,0,1,0.334
CUST_00654,18,Month-to-month,2201.32,0,24,0,1,0,122.29555555555557,0,1,0.606
CUST_00655,35,One year,2327.05,1,24,0,1,0,66.48714285714286,0,0,0.339
CUST_00656,38,Month-to-month,707.76,2,9,0,1,0,18.625263157894736,0,1,0.29
CUST_00657,54,One year,2322.6,0,7,0,0,0,43.01111111111111,0,0,0.132
CUST_00658,17,Two year,2331.0,2,23,1,1,1,137.11764705882354,0,0,0.559
CUST_00659,63,Two year,2177.27,2,11,0,0,0,34.55984126984127,0,0,0.265
CUST_00660,23,Month-to-month,1244.77,1,15,1,1,1,54.1204347826087,0,1,0.625
CUST_00661,47,Month-to-month,2766.96,1,24,1,0,1,58.87148936170213,0,1,0.739
CUST_00662,56,One year,2357.24,3,28,0,1,0,42.09357142857142,1,0,0.393
CUST_00663,56,Two year,2816.72,0,27,0,0,0,50.29857142857143,0,0,0.435
CUST_00664,18,One year,842.37,1,2,0,1,0,46.79833333333333,0,0,0.2
CUST_00665,26,One year,492.05,1,8,0,1,0,18.925,0,0,0.107
CUST_00666,49,Two year,2041.03,2,12,0,1,1,41.653673469387755,0,0,0.215
CUST_00667,23,Month-to-month,1842.01,1,8,0,1,0,80.08739130434783,0,1,0.518
CUST_00668,18,Two year,1813.62,2,20,1,1,0,100.75666666666666,0,0,0.482
CUST_00669,62,Two year,2431.42,2,2,1,0,0,39.21645161290323,0,0,0.175
CUST_00670,57,Month-to-month,479.27,1,22,1,1,0,8.408245614035087,0,1,0.24
CUST_00671,13,Month-to-month,2699.29,2,21,0,0,1,207.6376923076923,0,1,0.802
CUST_00672,12,One year,1808.33,2,24,1,0,1,150.69416666666666,0,0,0.591
CUST_00673,29,Month-to-month,1968.78,1,2,0,1,1,67.88896551724137,0,1,0.531
CUST_00674,63,One year,1540.06,0,5,0,0,0,24.445396825396823,0,0,0.119
CUST_00675,24,Month-to-month,2754.49,4,2,0,0,1,114.77041666666666,1,1,0.809
CUST_00676,4,Month-to-month,2876.86,2,9,0,0,1,719.215,0,1,0.857
CUST_00677,46,One year,495.73,1,22,1,1,0,10.776739130434782,0,0,0.123
CUST_00678,16,Month-to-month,900.15,1,26,0,0,0,56.259375,0,1,0.807
CUST_00679,31,Month-to-month,2420.13,3,27,0,1,1,78.06870967741936,1,1,0.824
CUST_00680,47,Month-to-month,447.13,4,13,0,0,1,9.513404255319148,1,1,0.707
CUST_00681,25,Month-to-month,1360.8,1,13,0,0,1,54.431999999999995,0,1,0.675
CUST_00682,26,Two year,2825.46,2,16,1,0,1,108.67153846153846,0,0,0.701
CUST_00683,30,One year,2342.65,2,8,1,1,0,78.08833333333334,0,0,0.372
CUST_00684,12,Month-to-month,627.3,1,21,1,0,1,52.275,0,1,0.727
CUST_00685,12,Month-to-month,2586.69,2,11,1,0,1,215.5575,0,1,0.789
CUST_00686,11,One year,2862.7,2,19,0,0,1,260.24545454545455,0,0,0.732
CUST_00687,65,Month-to-month,927.06,2,19,0,1,0,14.262461538461537,0,1,0.368
CUST_00688,38,Two year,378.4,2,0,0,1,0,9.957894736842105,0,0,0.113
CUST_00689,29,Month-to-month,1358.05,3,9,0,1,0,46.82931034482758,1,1,0.498
CUST_00690,22,Month-to-month,2668.66,2,19,0,1,1,121.30272727272727,0,1,0.763
CUST_00691,43,One year,2209.63,1,17,0,1,0,51.38674418604651,0,0,0.268
CUST_00692,65,Month-to-month,1866.02,1,16,0,1,1,28.708,0,1,0.419
CUST_00693,60,Month-to-month,1353.88,4,26,0,1,1,22.564666666666668,1,1,0.769
CUST_00694,54,Month-to-month,1414.81,0,19,0,1,0,26.200185185185184,0,1,0.3
CUST_00695,69,Month-to-month,1788.12,2,26,1,1,1,25.91478260869565,0,1,0.596
CUST_00696,35,One year,712.11,1,2,0,1,0,20.346,0,0,0.087
CUST_00697,67,Two year,2326.19,2,15,0,1,0,34.71925373134329,0,0,0.228
CUST_00698,47,Month-to-month,2903.91,0,27,0,0,1,61.78531914893617,0,1,0.734
CUST_00699,53,Month-to-month,1377.69,3,4,0,1,0,25.994150943396228,1,1,0.324
CUST_00700,16,One year,882.63,1,12,1,0,1,55.164375,0,0,0.402
CUST_00701,29,Month-to-month,992.3,2,16,0,1,0,34.217241379310344,0,1,0.527
CUST_00702,31,Two year,1435.58,1,28,0,1,1,46.30903225806451,0,0,0.521
CUST_00703,5,Month-to-month,1022.2,2,24,0,1,1,204.44,0,1,0.811
CUST_00704,58,One year,2919.22,1,20,0,0,0,50.33137931034482,0,0,0.41
CUST_00705,23,Month-to-month,488.67,1,0,0,0,1,21.246521739130436,0,1,0.447
CUST_00706,65,Two year,562.85,3,18,0,0,0,8.659230769230769,1,0,0.077
CUST_00707,13,Month-to-month,2475.79,2,11,0,1,0,190.44538461538463,0,1,0.74
CUST_00708,11,Two year,2639.05,0,22,0,1,0,239.91363636363639,0,0,0.438
CUST_00709,48,Two year,2822.8,3,25,0,0,0,58.80833333333334,1,0,0.524
CUST_00710,23,Two year,2497.62,2,2,0,1,0,108.59217391304347,0,0,0.218
CUST_00711,49,Two year,2841.26,2,0,0,1,0,57.98489795918368,0,0,0.317
CUST_00712,55,Month-to-month,1841.11,3,24,0,1,0,33.47472727272727,1,1,0.62
CUST_00713,16,One year,926.2,2,23,0,1,0,57.8875,0,0,0.484
CUST_00714,21,Two year,939.73,1,7,0,1,0,44.74904761904762,0,0,0.224
CUST_00715,2,Two year,2798.82,1,28,0,0,0,1399.41,0,0,0.72
CUST_00716,25,Two year,524.5,3,28,0,0,1,20.98,1,0,0.58
CUST_00717,32,Month-to-month,1488.26,2,26,0,0,0,46.508125,0,1,0.707
CUST_00718,7,Two year,1094.5,2,25,0,0,1,156.35714285714286,0,0,0.661
CUST_00719,59,Month-to-month,620.86,1,24,0,1,0,10.523050847457627,0,1,0.232
CUST_00720,60,Month-to-month,713.47,2,4,0,0,0,11.891166666666667,0,1,0.343
CUST_00721,7,Month-to-month,344.37,0,28,0,1,1,49.19571428571429,0,1,0.375
CUST_00722,8,One year,1102.32,3,28,0,1,1,137.79,1,0,0.715
CUST_00723,32,One year,1669.08,1,8,0,1,0,52.15875,0,0,0.232
CUST_00724,48,One year,423.37,1,23,0,0,0,8.820208333333333,0,0,0.11
CUST_00725,25,Month-to-month,1264.14,0,18,1,0,1,50.5656,0,1,0.652
CUST_00726,7,One year,2115.76,2,26,0,1,1,302.2514285714286,0,0,0.569
CUST_00727,30,Month-to-month,2875.82,1,12,0,1,1,95.86066666666667,0,1,0.747
CUST_00728,19,Month-to-month,956.39,3,9,0,1,1,50.33631578947368,1,1,0.615
CUST_00729,56,One year,2441.42,1,29,0,1,0,43.596785714285716,0,0,0.306
CUST_00730,66,Two year,2936.51,1,21,1,1,0,44.492575757575764,0,0,0.345
CUST_00731,60,One year,2428.6,1,0,0,1,0,40.47666666666667,0,0,0.122
CUST_00732,9,Month-to-month,2023.36,2,24,0,1,1,224.81777777777776,0,1,0.8
CUST_00733,39,Month-to-month,2345.54,3,7,0,0,1,60.142051282051284,1,1,0.777
CUST_00734,56,Month-to-month,2712.92,2,5,0,0,0,48.445,0,1,0.437
CUST_00735,18,One year,1723.97,0,14,0,1,0,95.7761111111111,0,0,0.355
CUST_00736,16,One year,1391.6,1,6,1,1,0,86.975,0,0,0.227
CUST_00737,67,One year,904.14,2,7,0,1,0,13.494626865671641,0,0,0.067
CUST_00738,59,Month-to-month,768.53,1,13,0,1,0,13.02593220338983,0,1,0.247
CUST_00739,1,Month-to-month,2854.13,1,5,0,1,1,2854.13,0,1,0.741
CUST_00740,24,One year,2762.32,1,5,0,1,1,115.09666666666668,0,0,0.432
CUST_00741,8,Month-to-month,2852.56,1,8,0,1,0,356.57,0,1,0.562
CUST_00742,39,Two year,2609.06,1,18,0,1,0,66.89897435897436,0,0,0.328
CUST_00743,3,One year,1054.83,1,12,1,0,1,351.60999999999996,0,0,0.455
CUST_00744,58,One year,1050.26,0,21,1,1,0,18.107931034482757,0,0,0.159
CUST_00745,35,Two year,320.56,2,24,1,0,1,9.158857142857142,0,0,0.354
CUST_00746,7,Month-to-month,1923.33,1,21,0,0,1,274.76142857142855,0,1,0.817
CUST_00747,70,Month-to-month,1579.52,2,8,0,1,0,22.56457142857143,0,1,0.374
CUST_00748,27,Month-to-month,1669.08,0,18,0,1,1,61.81777777777778,0,1,0.64
CUST_00749,60,Month-to-month,1819.54,2,4,0,1,1,30.325666666666667,0,1,0.325
CUST_00750,65,One year,451.95,0,4,0,1,0,6.953076923076923,0,0,0.05
CUST_00751,30,One year,2798.2,1,21,0,1,1,93.27333333333333,0,0,0.559
CUST_00752,19,Month-to-month,708.65,2,15,0,1,1,37.29736842105263,0,1,0.528
CUST_00753,68,Two year,2858.45,1,5,0,1,0,42.0360294117647,0,0,0.346
CUST_00754,41,Two year,2318.34,2,4,0,1,0,56.54487804878049,0,0,0.199
CUST_00755,14,Month-to-month,441.3,1,0,0,0,1,31.521428571428572,0,1,0.55
CUST_00756,65,Month-to-month,2316.59,2,20,1,0,0,35.63984615384616,0,1,0.566
CUST_00757,18,Month-to-month,2572.83,1,11,0,0,1,142.935,0,1,0.763
CUST_00758,51,Month-to-month,2283.03,3,27,0,0,1,44.765294117647066,1,1,0.735
CUST_00759,5,Month-to-month,2203.22,2,0,0,1,1,440.64399999999995,0,1,0.696
CUST_00760,66,Month-to-month,2789.37,4,11,0,0,1,42.26318181818181,1,1,0.807
CUST_00761,59,Month-to-month,659.45,2,18,0,0,0,11.177118644067797,0,1,0.313
CUST_00762,40,One year,567.72,3,9,0,0,0,14.193000000000001,1,0,0.084
CUST_00763,41,Month-to-month,2920.85,0,23,0,1,0,71.24024390243902,0,1,0.415
CUST_00764,48,Month-to-month,2901.54,1,8,0,1,1,60.44875,0,1,0.623
CUST_00765,30,Month-to-month,2015.87,2,26,0,0,1,67.19566666666667,0,1,0.76
CUST_00766,5,One year,1567.27,1,6,0,1,0,313.454,0,0,0.243
CUST_00767,16,Month-to-month,1243.97,1,20,0,0,0,77.748125,0,1,0.715
CUST_00768,67,Two year,1669.08,0,2,0,0,0,24.911641791044776,0,0,0.146
CUST_00769,46,Two year,1651.11,3,13,1,1,1,35.89369565217391,1,0,0.415
CUST_00770,30,Month-to-month,2529.2,2,17,0,1,1,84.30666666666666,0,1,0.708
CUST_00771,4,Month-to-month,1881.44,4,1,0,1,1,470.36,1,1,0.556
CUST_00772,38,Month-to-month,1235.0,1,16,0,0,1,32.5,0,1,0.58
CUST_00773,63,Month-to-month,530.14,1,0,0,0,0,8.414920634920636,0,1,0.291
CUST_00774,38,One year,1891.29,2,28,0,1,0,49.77078947368421,0,0,0.293
CUST_00775,5,Month-to-month,1170.23,1,7,0,0,1,234.046,0,1,0.659
CUST_00776,23,Month-to-month,2932.24,1,5,0,1,0,127.4886956521739,0,1,0.622
CUST_00777,3,Two year,2070.49,2,25,0,0,1,690.1633333333333,0,0,0.631
CUST_00778,69,Two year,1534.03,3,2,0,1,0,22.23231884057971,1,0,0.106
CUST_00779,11,Month-to-month,2680.59,1,15,0,0,1,243.69000000000003,0,1,0.752
CUST_00780,47,One year,2570.95,2,11,1,0,1,54.70106382978723,0,0,0.44
CUST_00781,6,Month-to-month,2582.63,2,24,0,1,1,430.43833333333333,0,1,0.833
CUST_00782,38,Month-to-month,1586.73,1,0,0,0,0,41.756052631578946,0,1,0.369
CUST_00783,64,Two year,1329.55,2,12,0,1,0,20.77421875,0,0,0.144
CUST_00784,11,Two year,2044.82,2,20,0,0,0,185.89272727272726,0,0,0.542
CUST_00785,46,One year,1561.31,0,14,0,1,0,33.94152173913044,0,0,0.159
CUST_00786,52,Month-to-month,622.54,2,27,0,1,1,11.971923076923076,0,1,0.414
CUST_00787,2,One year,711.03,4,21,0,1,0,355.515,1,0,0.353
CUST_00788,46,Month-to-month,852.35,2,20,1,1,0,18.52934782608696,0,1,0.337
CUST_00789,10,Month-to-month,1570.73,3,15,0,1,1,157.073,1,1,0.791
CUST_00790,68,Two year,1153.56,2,16,0,0,0,16.964117647058824,0,0,0.191
CUST_00791,45,Month-to-month,1802.1,3,18,1,0,1,40.04666666666667,1,1,0.676
CUST_00792,41,Month-to-month,2810.17,1,28,0,1,1,68.54073170731708,0,1,0.676
CUST_00793,3,One year,1674.46,0,0,0,0,1,558.1533333333333,0,0,0.392
CUST_00794,24,Two year,2377.22,2,20,0,0,1,99.05083333333333,0,0,0.586
CUST_00795,29,Two year,954.99,3,25,0,1,0,32.930689655172415,1,0,0.337
CUST_00796,45,Month-to-month,590.34,1,10,0,1,0,13.118666666666668,0,1,0.228
CUST_00797,35,Two year,1338.79,3,9,0,0,0,38.25114285714286,1,0,0.298
CUST_00798,11,One year,1527.23,5,17,0,1,1,138.8390909090909,1,0,0.624
CUST_00799,11,One year,1292.09,0,16,0,0,1,117.46272727272726,0,0,0.429
CUST_00800,17,Month-to-month,1359.71,2,16,0,0,1,79.98294117647059,0,1,0.755
CUST_00801,1,One year,2450.67,0,22,0,1,1,2450.67,0,0,0.649
CUST_00802,41,Month-to-month,805.86,0,15,0,0,1,19.655121951219513,0,1,0.481
CUST_00803,16,Month-to-month,1709.33,0,28,0,1,0,106.833125,0,1,0.609
CUST_00804,46,One year,1983.7,1,19,0,0,1,43.12391304347826,0,0,0.328
CUST_00805,41,One year,1359.55,2,26,1,0,1,33.15975609756097,0,0,0.43
CUST_00806,69,Month-to-month,1174.27,3,29,0,0,1,17.018405797101448,1,1,0.602
CUST_00807,47,One year,1508.8,1,13,0,1,0,32.102127659574464,0,0,0.169
CUST_00808,3,One year,541.81,1,16,0,1,0,180.60333333333332,0,0,0.319
CUST_00809,2,Two year,1254.83,2,19,0,0,1,627.415,0,0,0.615
CUST_00810,63,Month-to-month,685.28,2,9,1,1,0,10.877460317460317,0,1,0.248
CUST_00811,3,Month-to-month,1729.73,1,28,1,0,1,576.5766666666667,0,1,0.882
CUST_00812,29,Month-to-month,1427.0,2,13,0,1,1,49.206896551724135,0,1,0.599
CUST_00813,12,One year,1535.29,0,17,0,0,0,127.94083333333333,0,0,0.427
CUST_00814,3,Month-to-month,579.12,2,4,1,1,1,193.04,0,1,0.692
CUST_00815,30,Two year,2047.46,2,14,0,0,0,68.24866666666667,0,0,0.465
CUST_00816,29,Two year,1871.71,1,0,0,1,1,64.54172413793104,0,0,0.269
CUST_00817,65,One year,2485.98,0,14,1,0,1,38.24584615384615,0,0,0.345
CUST_00818,43,Month-to-month,1728.88,1,22,0,0,1,40.20651162790698,0,1,0.641
CUST_00819,41,Two year,2945.68,3,15,0,1,0,71.84585365853658,1,0,0.514
CUST_00820,27,One year,2350.41,2,22,0,0,1,87.05222222222221,0,0,0.634
CUST_00821,45,Month-to-month,2812.83,0,18,0,0,1,62.507333333333335,0,1,0.625
CUST_00822,25,Month-to-month,2854.12,0,6,0,1,0,114.1648,0,1,0.405
CUST_00823,47,Month-to-month,303.79,0,15,0,0,0,6.463617021276596,0,1,0.249
CUST_00824,58,Two year,2811.28,1,17,1,0,1,48.47034482758621,0,0,0.474
CUST_00825,41,Two year,1936.93,2,17,0,0,1,47.24219512195122,0,0,0.397
CUST_00826,31,Two year,2167.13,0,2,0,1,0,69.90741935483871,0,0,0.202
CUST_00827,28,Two year,1776.85,0,14,0,1,1,63.458928571428565,0,0,0.351
CUST_00828,69,Month-to-month,2708.92,1,11,0,0,0,39.25971014492754,0,1,0.451
CUST_00829,8,Two year,2444.85,1,12,0,0,0,305.60625,0,0,0.445
CUST_00830,19,One year,2572.14,1,10,0,1,0,135.3757894736842,0,0,0.342
CUST_00831,18,Month-to-month,2636.38,0,14,0,0,1,146.46555555555557,0,1,0.662
CUST_00832,7,One year,2487.09,1,11,0,1,0,355.29857142857145,0,0,0.349
CUST_00833,63,One year,1681.25,1,13,0,0,0,26.686507936507937,0,0,0.26
CUST_00834,35,Two year,759.67,0,3,0,1,0,21.70485714285714,0,0,0.094
CUST_00835,4,Month-to-month,756.6,1,16,0,0,1,189.15,0,1,0.72
CUST_00836,52,Month-to-month,1669.08,1,9,0,0,1,32.097692307692306,0,1,0.369
CUST_00837,18,One year,736.64,3,18,0,0,1,40.92444444444445,1,0,0.592
CUST_00838,25,Month-to-month,1789.9,0,10,0,0,0,71.596,0,1,0.462
CUST_00839,53,Month-to-month,2787.01,1,23,0,0,1,52.58509433962264,0,1,0.623
CUST_00840,18,Month-to-month,1986.32,2,9,1,1,1,110.35111111111111,0,1,0.625
CUST_00841,60,Two year,2438.54,1,16,0,0,0,40.64233333333333,0,0,0.307
CUST_00842,40,Month-to-month,2873.5,1,19,0,1,1,71.8375,0,1,0.708
CUST_00843,58,Two year,2953.87,1,29,0,1,1,50.92879310344827,0,0,0.523
CUST_00844,59,One year,1667.18,1,17,1,0,0,28.25728813559322,0,0,0.264
CUST_00845,56,Month-to-month,2402.6,2,19,0,1,1,42.903571428571425,0,1,0.432
CUST_00846,41,Month-to-month,1336.73,1,29,0,0,1,32.603170731707316,0,1,0.631
CUST_00847,1,Month-to-month,2901.53,2,3,1,0,1,2901.53,0,1,0.829
CUST_00848,43,Month-to-month,481.01,1,29,0,0,0,11.186279069767442,0,1,0.288
CUST_00849,52,Two year,558.51,1,27,0,1,1,10.740576923076922,0,0,0.253
CUST_00850,29,Two year,1662.85,0,7,0,0,0,57.33965517241379,0,0,0.302
CUST_00851,27,Month-to-month,1669.08,1,28,0,0,1,61.81777777777778,0,1,0.737
CUST_00852,47,One year,2282.16,1,4,0,1,0,48.55659574468085,0,0,0.149
CUST_00853,37,Two year,1681.47,4,23,0,0,1,45.44513513513514,1,0,0.644
CUST_00854,54,Month-to-month,1650.31,1,28,1,0,1,30.561296296296295,0,1,0.621
CUST_00855,22,Month-to-month,1832.3,1,10,0,1,1,83.28636363636363,0,1,0.536
CUST_00856,6,Month-to-month,2066.79,0,12,0,0,1,344.465,0,1,0.62
CUST_00857,40,Month-to-month,1608.62,3,12,0,0,0,40.2155,1,1,0.544
CUST_00858,70,One year,1941.69,1,21,0,1,0,27.73842857142857,0,0,0.274
CUST_00859,65,Month-to-month,1944.17,0,16,0,1,1,29.910307692307693,0,1,0.39
CUST_00860,31,Two year,1149.63,0,3,0,1,0,37.08483870967742,0,0,0.123
CUST_00861,40,One year,2903.24,1,27,0,0,0,72.58099999999999,0,0,0.587
CUST_00862,33,One year,1599.16,1,16,0,0,1,48.45939393939394,0,0,0.462
CUST_00863,51,Two year,2354.11,1,14,0,1,0,46.15901960784314,0,0,0.223
CUST_00864,36,Month-to-month,1971.21,2,7,1,0,1,54.755833333333335,0,1,0.624
CUST_00865,50,Month-to-month,2842.74,3,4,0,0,0,56.8548,1,1,0.614
CUST_00866,53,One year,2371.32,1,9,0,1,0,44.74188679245283,0,0,0.149
CUST_00867,4,One year,327.09,3,9,0,0,0,81.7725,1,0,0.313
CUST_00868,34,One year,1696.03,1,7,0,1,1,49.88323529411765,0,0,0.209
CUST_00869,6,Month-to-month,1884.18,0,25,0,0,1,314.03000000000003,0,1,0.65
CUST_00870,44,One year,2592.35,0,26,0,0,0,58.91704545454545,0,0,0.427
CUST_00871,5,Month-to-month,1020.42,2,25,0,0,1,204.084,0,1,0.839
CUST_00872,22,One year,2289.21,1,27,0,1,1,104.055,0,0,0.598
CUST_00873,67,Month-to-month,1227.41,1,14,1,0,1,18.319552238805972,0,1,0.428
CUST_00874,19,Month-to-month,618.31,2,5,0,0,1,32.542631578947365,0,1,0.585
CUST_00875,66,Month-to-month,2720.5,4,25,0,0,1,41.21969696969697,1,1,0.915
CUST_00876,37,Month-to-month,836.53,1,18,0,0,0,22.608918918918917,0,1,0.469
CUST_00877,9,Month-to-month,342.92,0,24,0,1,0,38.102222222222224,0,1,0.276
CUST_00878,9,Month-to-month,923.03,2,18,0,0,0,102.55888888888889,0,1,0.733
CUST_00879,20,One year,480.96,1,1,1,1,0,24.048,0,0,0.112
CUST_00880,4,Month-to-month,2023.49,1,10,0,1,0,505.8725,0,1,0.527
CUST_00881,57,One year,2938.32,1,4,0,0,0,51.54947368421053,0,0,0.323
CUST_00882,51,One year,1936.78,0,23,0,1,0,37.97607843137255,0,0,0.216
CUST_00883,54,One year,2642.87,2,5,0,0,1,48.94203703703703,0,0,0.176
CUST_00884,11,One year,1576.59,0,5,0,1,0,143.32636363636362,0,0,0.2
CUST_00885,47,One year,1985.9,2,27,0,0,1,42.253191489361704,0,0,0.436
CUST_00886,45,Month-to-month,2014.73,0,11,0,1,1,44.77177777777778,0,1,0.357
CUST_00887,14,Two year,1301.22,0,17,0,0,0,92.94428571428571,0,0,0.433
CUST_00888,66,Month-to-month,1936.93,3,9,0,1,1,29.347424242424243,1,1,0.549
CUST_00889,3,Month-to-month,1382.64,0,20,0,1,0,460.88000000000005,0,1,0.535
CUST_00890,60,Month-to-month,2020.37,3,21,0,1,0,33.67283333333333,1,1,0.579
CUST_00891,3,Month-to-month,1669.08,3,1,0,1,0,556.36,1,1,0.6
CUST_00892,8,One year,847.82,0,25,0,0,0,105.9775,0,0,0.48
CUST_00893,62,Two year,738.59,1,13,0,0,1,11.912741935483872,0,0,0.224
CUST_00894,34,Month-to-month,1677.88,2,22,1,0,1,49.349411764705884,0,1,0.713
CUST_00895,58,Two year,655.47,4,11,0,1,1,11.301206896551724,1,0,0.357
CUST_00896,40,Month-to-month,2151.49,3,14,0,0,1,53.78724999999999,1,1,0.787
CUST_00897,40,Month-to-month,1755.06,2,11,0,1,1,43.8765,0,1,0.436
CUST_00898,25,Month-to-month,1474.89,1,15,1,0,1,58.9956,0,1,0.717
CUST_00899,17,Month-to-month,1143.81,2,18,1,0,0,67.28294117647059,0,1,0.701
CUST_00900,27,Month-to-month,1251.52,1,8,0,0,0,46.35259259259259,0,1,0.491
CUST_00901,25,One year,2539.64,1,25,0,1,0,101.5856,0,0,0.503
CUST_00902,68,Month-to-month,2493.91,3,22,1,0,1,36.675147058823526,1,1,0.731
CUST_00903,11,Month-to-month,2923.26,2,17,0,0,1,265.7509090909091,0,1,0.791
CUST_00904,12,Month-to-month,2375.77,0,13,0,0,0,197.98083333333332,0,1,0.628
CUST_00905,39,Two year,2729.56,0,5,1,1,0,69.98871794871795,0,0,0.203
CUST_00906,61,Two year,652.61,1,25,0,1,0,10.698524590163935,0,0,0.181
CUST_00907,44,Month-to-month,2067.81,1,0,0,1,0,46.995681818181815,0,1,0.295
CUST_00908,56,Two year,1605.28,1,1,0,1,0,28.665714285714284,0,0,0.102
CUST_00909,1,Month-to-month,2868.32,2,24,1,0,1,2868.32,0,1,0.893
CUST_00910,14,Month-to-month,1568.8,2,13,1,0,1,112.05714285714285,0,1,0.769
CUST_00911,10,Two year,2479.77,2,13,0,1,0,247.977,0,0,0.369
CUST_00912,27,Month-to-month,2720.37,1,28,0,1,0,100.75444444444445,0,1,0.676
CUST_00913,21,Month-to-month,453.85,1,4,0,1,0,21.611904761904764,0,1,0.394
CUST_00914,38,Two year,2193.57,0,13,0,1,0,57.72552631578948,0,0,0.331
CUST_00915,60,Month-to-month,1173.4,1,24,0,1,0,19.55666666666667,0,1,0.375
CUST_00916,65,One year,1385.92,1,20,0,1,1,21.321846153846156,0,0,0.246
CUST_00917,14,Two year,2697.31,1,0,0,1,0,192.665,0,0,0.24
CUST_00918,1,One year,2386.16,0,22,0,1,1,2386.16,0,0,0.653
CUST_00919,5,Month-to-month,784.74,0,15,0,1,1,156.948,0,1,0.624
CUST_00920,64,Month-to-month,1372.13,1,19,0,1,0,21.43953125,0,1,0.351
CUST_00921,24,Month-to-month,1894.16,0,24,1,1,1,78.92333333333333,0,1,0.686
CUST_00922,5,One year,919.33,0,22,0,0,1,183.866,0,0,0.555
CUST_00923,31,Month-to-month,2117.52,1,5,0,1,1,68.30709677419355,0,1,0.551
CUST_00924,22,One year,2502.17,3,17,0,1,1,113.735,1,0,0.572
CUST_00925,22,One year,2713.02,1,24,0,1,1,123.3190909090909,0,0,0.525
CUST_00926,1,Month-to-month,1691.22,0,16,1,1,0,1691.22,0,1,0.432
CUST_00927,44,Month-to-month,601.74,2,8,1,0,0,13.67590909090909,0,1,0.359
CUST_00928,69,Month-to-month,2797.53,1,6,1,1,1,40.54391304347826,0,1,0.507
CUST_00929,47,Month-to-month,2722.03,1,27,1,1,1,57.91553191489362,0,1,0.646
CUST_00930,69,Month-to-month,949.1,1,0,0,0,0,13.755072463768116,0,1,0.305
CUST_00931,52,Month-to-month,1051.73,2,19,0,1,0,20.225576923076922,0,1,0.346
CUST_00932,31,Month-to-month,2562.19,1,18,0,1,1,82.65129032258065,0,1,0.695
CUST_00933,25,Month-to-month,1667.8,2,24,0,1,1,66.712,0,1,0.712
CUST_00934,51,Month-to-month,2038.22,0,7,0,1,0,39.96509803921569,0,1,0.277
CUST_00935,69,Two year,1585.42,1,29,0,1,1,22.977101449275363,0,0,0.386
CUST_00936,4,One year,575.71,0,7,0,1,0,143.9275,0,0,0.192
CUST_00937,65,Month-to-month,1801.31,3,25,1,0,0,27.712461538461536,1,1,0.462
CUST_00938,40,One year,2687.49,1,2,0,0,1,67.18724999999999,0,0,0.255
CUST_00939,45,Two year,824.45,1,12,0,1,1,18.32111111111111,0,0,0.16
CUST_00940,25,One year,2387.48,3,8,0,0,1,95.4992,1,0,0.542
CUST_00941,62,One year,646.82,5,11,0,1,0,10.432580645161291,1,0,0.205
CUST_00942,40,Two year,590.31,2,26,0,0,0,14.757749999999998,0,0,0.218
CUST_00943,21,One year,1400.94,1,5,0,1,0,66.71142857142857,0,0,0.185
CUST_00944,22,One year,950.75,1,28,0,1,1,43.21590909090909,0,0,0.54
CUST_00945,52,Month-to-month,951.98,2,24,0,1,1,18.307307692307692,0,1,0.403
CUST_00946,48,Two year,1569.67,0,18,0,1,0,32.701458333333335,0,0,0.166
CUST_00947,40,Two year,804.66,1,3,0,0,0,20.1165,0,0,0.14
CUST_00948,35,Month-to-month,505.37,3,11,0,1,0,14.439142857142857,1,1,0.48
CUST_00949,3,Two year,1781.62,2,26,0,1,0,593.8733333333333,0,0,0.544
CUST_00950,35,Month-to-month,2477.79,2,12,1,1,1,70.794,0,1,0.672
CUST_00951,60,One year,1422.13,0,10,0,1,0,23.702166666666667,0,0,0.108
CUST_00952,35,One year,748.9,1,18,0,0,1,21.397142857142857,0,0,0.274
CUST_00953,52,Month-to-month,2998.14,1,29,0,1,1,57.65653846153846,0,1,0.763
CUST_00954,25,Month-to-month,1669.84,4,15,0,0,0,66.7936,1,1,0.778
