customer_id,tenure_months,contract_type,monthly_charges,support_calls,payment_delay_days,is_senior_citizen,has_addon_services,churned
CUST_01025,29,Month-to-month,396.53,1,0,0,1,0
CUST_01026,12,Month-to-month,1910.91,1,23,1,0,1
CUST_01027,20,Month-to-month,1933.53,2,8,1,1,1
CUST_01028,11,Month-to-month,2045.5,0,5,0,0,1
CUST_01029,6,Month-to-month,1457.19,4,25,0,1,1
CUST_01030,21,One year,2609.88,3,27,0,1,1
CUST_01031,9,Month-to-month,2432.89,0,13,1,1,1
CUST_01032,44,Two year,355.43,1,17,0,1,1
CUST_01033,22,Month-to-month,2048.79,4,10,0,0,1
CUST_01034,19,Two year,1094.97,0,26,0,1,1
CUST_01035,31,Two year,1433.48,0,21,0,0,1
CUST_01036,48,One year,1593.76,0,25,0,1,0
CUST_01037,45,Month-to-month,2347.74,3,10,0,1,1
CUST_01038,36,Month-to-month,2239.71,3,26,0,0,1
CUST_01039,11,Month-to-month,1367.14,1,6,0,1,1
CUST_01040,26,Month-to-month,1962.24,3,13,1,0,1
CUST_01041,34,Month-to-month,1472.42,2,1,0,0,0
CUST_01042,69,One year,1360.13,1,24,0,1,0
CUST_01043,64,One year,445.61,3,27,0,0,1
CUST_01044,67,Month-to-month,974.01,1,13,0,1,1
CUST_01045,24,One year,2558.06,0,7,0,1,1
CUST_01046,15,Month-to-month,1773.57,2,6,0,0,1
CUST_01047,20,Month-to-month,2645.07,3,7,1,0,1
CUST_01048,34,Two year,1467.26,1,2,0,0,0
CUST_01049,12,Month-to-month,,2,15,0,1,1
CUST_01050,40,Month-to-month,2868.88,0,26,0,1,0
CUST_01051,64,Month-to-month,2145.28,1,19,0,1,0
CUST_01052,25,Month-to-month,1890.23,3,4,0,1,0
CUST_01053,14,Month-to-month,1940.34,1,16,0,1,1
CUST_01054,27,Month-to-month,606.81,1,26,1,0,1
CUST_01055,11,Two year,1882.74,3,21,0,1,0
CUST_01056,69,Month-to-month,2286.32,1,17,0,0,1
CUST_01057,7,Month-to-month,1072.58,0,5,0,0,0
CUST_01058,43,Month-to-month,1810.33,0,19,0,1,0
CUST_01059,56,Month-to-month,332.71,0,3,1,1,0
CUST_01060,67,Two year,2901.18,1,6,0,0,1
CUST_01061,51,Month-to-month,1846.5,2,29,0,1,1
CUST_01062,25,Two year,1829.52,0,8,0,1,0
CUST_01063,68,One year,1727.46,0,27,0,1,0
CUST_01064,46,Month-to-month,,1,20,0,0,1
CUST_01065,41,One year,1152.45,0,21,0,1,1
CUST_01066,39,Month-to-month,2149.75,0,24,0,0,1
CUST_01067,8,Month-to-month,1414.36,3,3,0,0,1
CUST_01068,57,Month-to-month,933.04,1,27,0,1,1
CUST_01069,13,Month-to-month,1290.54,1,22,0,0,1
CUST_01070,16,Month-to-month,909.91,2,22,0,0,1
CUST_01071,36,Month-to-month,959.01,2,11,1,1,0
CUST_01072,3,Month-to-month,1598.31,5,23,0,0,1
CUST_01073,58,Month-to-month,2583.16,1,3,0,1,1
CUST_01074,58,Two year,2609.56,0,23,0,0,1
CUST_01075,13,Month-to-month,2054.12,2,15,1,1,1
CUST_01076,64,Month-to-month,1713.77,0,26,0,1,1
CUST_01077,39,Two year,2710.29,3,6,0,0,0
CUST_01078,4,Month-to-month,1965.04,1,21,0,0,1
CUST_01079,47,Month-to-month,2084.15,2,16,0,1,0
CUST_01080,63,One year,405.85,3,24,0,0,0
CUST_01081,28,One year,2826.97,0,27,0,1,1
CUST_01082,34,One year,466.52,2,17,0,1,0
CUST_01083,13,Month-to-month,1634.43,2,17,0,1,1
CUST_01084,6,Month-to-month,1153.03,1,6,0,0,0
CUST_01085,2,One year,2844.85,1,0,0,0,1
CUST_01086,18,Month-to-month,2605.22,1,7,0,1,1
CUST_01087,49,Month-to-month,2893.83,1,9,0,1,0
CUST_01088,13,Month-to-month,1056.56,2,25,0,0,1
CUST_01089,9,Month-to-month,966.48,1,12,0,0,0
CUST_01090,38,Month-to-month,2462.96,2,7,0,0,1
CUST_01091,56,Two year,,1,7,0,0,0
CUST_01092,71,Month-to-month,1835.95,2,19,1,1,1
CUST_01093,52,One year,1260.45,0,8,0,1,0
CUST_01094,29,Month-to-month,2565.87,1,13,0,1,1
CUST_01095,36,Month-to-month,1030.2,3,6,0,0,1
CUST_01096,49,Month-to-month,2808.31,5,2,0,1,1
CUST_01097,29,Month-to-month,1417.76,3,1,0,1,1
CUST_01098,22,Month-to-month,1609.14,1,13,0,0,0
CUST_01099,66,Two year,974.0,2,20,0,0,0
CUST_01100,10,One year,1846.85,0,27,0,1,0
CUST_01101,53,Month-to-month,2473.23,0,12,0,1,0
CUST_01102,70,Two year,2577.0,5,29,1,0,1
CUST_01103,51,One year,1220.18,0,5,0,0,0
CUST_01104,63,Two year,2494.31,1,22,1,1,0
CUST_01105,41,Month-to-month,2459.05,0,11,0,0,0
CUST_01106,8,Month-to-month,375.9,0,22,0,0,0
CUST_01107,18,One year,1147.27,3,12,1,0,0
CUST_01108,18,Two year,364.77,1,29,0,0,0
CUST_01109,33,Month-to-month,2453.42,1,2,0,0,1
CUST_01110,39,Month-to-month,1093.63,0,2,0,1,0
CUST_01111,3,Two year,1000.78,3,14,0,1,0
CUST_01112,53,Two year,2792.89,1,7,0,0,0
CUST_01113,50,Month-to-month,1378.16,1,7,0,1,0
CUST_01114,22,One year,2005.61,1,1,0,1,0
CUST_01115,59,Month-to-month,322.43,2,7,0,1,0
CUST_01116,4,Month-to-month,1057.73,1,24,0,1,1
CUST_01117,1,One year,2814.6,2,17,0,1,0
CUST_01118,20,One year,1517.84,1,27,0,0,1
CUST_01119,9,Two year,2936.9,3,19,0,1,1
CUST_01120,41,Two year,2182.4,2,23,0,1,0
CUST_01121,8,Month-to-month,2855.79,4,16,0,1,1
CUST_01122,62,Two year,711.28,5,29,0,1,1
CUST_01123,12,Month-to-month,2094.46,4,24,0,0,1
CUST_01124,2,Month-to-month,2789.75,2,6,0,0,1
CUST_01125,71,Month-to-month,365.49,2,25,1,0,1
CUST_01126,51,Two year,959.39,2,2,0,1,0
CUST_01127,31,Month-to-month,1449.03,3,3,0,1,0
CUST_01128,44,Month-to-month,2163.34,1,5,0,0,1
CUST_01129,12,Month-to-month,1995.49,0,4,0,1,1
CUST_01130,24,One year,719.51,2,9,0,1,1
CUST_01131,59,Month-to-month,499.62,2,4,0,1,0
CUST_01132,34,Month-to-month,604.38,2,16,0,0,1
CUST_01133,25,One year,2164.55,1,3,0,0,0
CUST_01134,3,Month-to-month,2165.27,3,4,0,1,1
CUST_01135,29,Month-to-month,1489.69,2,18,0,0,1
CUST_01136,35,Two year,1362.84,1,21,0,1,0
CUST_01137,23,Month-to-month,1073.33,1,18,0,1,0
CUST_01138,55,Month-to-month,1656.76,4,28,0,1,1
CUST_01139,52,Two year,2267.34,2,17,0,1,0
CUST_01140,23,One year,,1,28,1,1,1
CUST_01141,42,Month-to-month,2306.25,0,10,0,1,0
CUST_01142,40,One year,537.71,0,3,0,0,1
CUST_01143,1,Month-to-month,2947.68,1,11,0,1,1
CUST_01144,48,Two year,1377.46,3,1,0,0,0
CUST_01145,60,Month-to-month,1773.75,2,23,0,1,0
CUST_01146,9,Month-to-month,1672.88,1,0,0,0,1
CUST_01147,14,One year,464.09,1,27,0,0,0
CUST_01148,30,Month-to-month,1274.77,1,20,1,1,1
CUST_01149,65,Month-to-month,1469.7,0,3,1,1,0
CUST_01150,21,One year,1752.62,2,11,1,0,1
CUST_01151,46,One year,2639.92,4,22,0,1,1
CUST_01152,17,Two year,1640.55,0,6,0,0,0
CUST_01153,65,Month-to-month,1133.7,2,19,0,0,0
CUST_01154,43,Month-to-month,1445.53,2,15,0,1,1
CUST_01155,46,Two year,2923.78,2,16,0,1,0
CUST_01156,4,Two year,1767.36,1,1,0,0,0
CUST_01157,48,Month-to-month,2336.05,2,23,0,1,0
CUST_01158,37,Two year,2410.24,1,10,1,1,0
CUST_01159,62,Two year,550.54,2,8,0,1,0
CUST_01160,52,One year,2603.72,2,10,1,0,0
CUST_01161,5,One year,1044.29,2,11,0,0,1
CUST_01162,16,Month-to-month,2091.7,3,11,0,1,1
CUST_01163,12,One year,524.76,0,28,0,1,1
CUST_01164,3,Month-to-month,2192.82,1,2,0,1,1
CUST_01165,15,Month-to-month,2063.33,3,21,0,0,1
CUST_01166,62,Month-to-month,2351.54,1,21,0,0,0
CUST_01167,34,Month-to-month,2574.48,0,9,0,1,1
CUST_01168,61,One year,415.35,0,15,0,1,0
CUST_01169,62,Two year,2682.11,2,25,0,0,1
CUST_01170,25,Two year,2570.13,1,19,1,1,1
CUST_01171,21,Two year,2972.76,2,16,0,1,0
CUST_01172,61,One year,879.18,0,2,0,0,0
CUST_01173,29,Two year,547.26,2,7,0,1,0
CUST_01174,17,One year,1065.08,2,8,0,0,0
CUST_01175,13,Month-to-month,431.17,1,23,0,0,1
CUST_01176,15,One year,2167.41,1,24,1,0,0
CUST_01177,66,Month-to-month,1067.09,4,29,0,0,0
CUST_01178,51,Month-to-month,808.68,0,24,1,0,1
CUST_01179,6,Two year,2279.48,2,3,0,1,0
CUST_01180,10,Month-to-month,395.23,0,8,0,0,0
CUST_01181,20,One year,2857.68,3,7,0,1,0
CUST_01182,26,Month-to-month,1076.52,0,20,0,1,0
CUST_01183,52,Month-to-month,777.9,2,10,0,1,0
CUST_01184,47,One year,1219.27,2,25,0,1,0
CUST_01185,51,Month-to-month,2154.75,1,29,0,1,1
CUST_01186,19,Month-to-month,1034.63,1,20,0,1,0
CUST_01187,54,Month-to-month,1001.14,0,16,0,1,0
CUST_01188,1,Two year,2799.11,3,25,0,0,1
CUST_01189,23,Two year,2530.16,0,25,0,0,0
CUST_01190,65,Two year,2712.69,1,15,1,1,0
CUST_01191,25,Two year,907.73,1,14,0,1,0
CUST_01192,24,One year,2869.09,3,12,0,0,1
CUST_01193,27,Month-to-month,2696.08,4,20,0,1,0
CUST_01194,19,Two year,2511.86,1,3,0,1,0
CUST_01195,50,Two year,1935.01,1,2,1,1,0
CUST_01196,37,Two year,2111.25,4,0,0,1,0
CUST_01197,37,Month-to-month,2575.31,0,3,1,1,0
CUST_01198,60,Month-to-month,1674.29,4,22,0,1,0
CUST_01199,47,Month-to-month,2034.93,2,15,0,0,0
CUST_01200,30,Two year,1594.11,1,10,0,1,0
CUST_01201,36,One year,877.87,1,26,0,1,0
CUST_01202,38,Month-to-month,1541.3,1,20,0,0,1
CUST_01203,60,Month-to-month,2550.92,0,19,0,0,1
CUST_01204,56,Month-to-month,1455.57,3,4,0,1,0
CUST_01205,46,Month-to-month,1753.17,1,0,1,1,1
CUST_01206,69,Month-to-month,625.08,0,3,0,1,0
CUST_01207,40,Month-to-month,692.72,1,3,0,0,1
CUST_01208,45,Two year,2989.93,0,19,1,1,0
CUST_01209,35,Month-to-month,591.85,0,22,0,1,1
CUST_01210,59,Two year,2800.85,2,7,0,1,0
CUST_01211,14,Month-to-month,756.83,2,5,1,0,1
CUST_01212,17,Month-to-month,2731.4,2,11,0,1,0
CUST_01213,35,Month-to-month,1743.23,2,15,1,0,1
CUST_01214,17,One year,933.15,0,22,0,0,1
CUST_01215,6,Month-to-month,937.18,1,25,1,0,0
CUST_01216,8,Two year,2656.39,3,28,0,0,1
CUST_01217,10,Month-to-month,1825.32,1,6,0,1,1
CUST_01218,20,Two year,341.48,1,24,0,1,0
CUST_01219,60,Month-to-month,2473.24,3,10,0,0,1
CUST_01220,17,Month-to-month,2211.46,1,27,0,1,1
CUST_01221,2,Month-to-month,677.66,1,28,0,1,0
CUST_01222,58,Month-to-month,590.18,0,11,1,1,0
CUST_01223,9,Month-to-month,2165.79,3,3,1,0,1
CUST_01224,68,Two year,1515.65,2,2,0,1,0
CUST_01225,3,Two year,674.28,3,1,1,1,1
CUST_01226,8,Two year,1980.46,1,25,0,1,1
CUST_01227,11,One year,1198.68,1,2,0,0,0
CUST_01228,47,Month-to-month,2302.58,2,1,1,1,1
CUST_01229,67,Month-to-month,678.26,3,1,0,0,1
CUST_01230,71,One year,2952.37,4,28,0,1,0
CUST_01231,16,One year,311.11,1,24,0,0,1
CUST_01232,66,Two year,2763.04,2,23,0,0,0
CUST_01233,70,One year,2098.08,0,25,0,0,0
CUST_01234,15,Month-to-month,1280.87,0,3,0,1,0
CUST_01235,27,Month-to-month,1822.19,0,18,0,1,1
CUST_01236,43,One year,2160.8,1,11,1,0,1
CUST_01237,20,Month-to-month,509.34,1,19,0,1,1
CUST_01238,49,One year,893.61,1,20,1,1,0
CUST_01239,18,Month-to-month,461.24,1,20,0,1,0
CUST_01240,2,Two year,2243.7,2,14,0,1,1
CUST_01241,54,Two year,1209.02,1,6,0,0,0
CUST_01242,6,Month-to-month,1244.21,4,23,1,0,1
CUST_01243,54,Month-to-month,2406.41,2,1,0,1,0
CUST_01244,52,Two year,2979.3,3,27,0,0,0
CUST_01245,25,Two year,942.73,2,10,1,0,1
CUST_01246,37,One year,1627.51,0,10,0,1,0
CUST_01247,50,Two year,1051.04,3,23,0,1,0
CUST_01248,49,One year,2889.23,2,25,0,0,0
CUST_01249,67,Month-to-month,420.95,3,26,0,0,1
CUST_01250,8,Month-to-month,1530.43,2,4,1,0,1
CUST_01251,57,Month-to-month,2566.79,1,28,0,0,1
CUST_01252,14,Month-to-month,1998.39,2,25,0,0,1
CUST_01253,59,Month-to-month,1285.24,1,26,0,1,1
CUST_01254,56,One year,1809.49,1,6,1,1,0
CUST_01255,59,One year,2679.73,4,0,0,0,0
CUST_01256,28,One year,1334.63,1,3,1,1,0
CUST_01257,58,One year,779.84,0,1,0,1,0
CUST_01258,35,Two year,1812.32,0,25,1,0,0
CUST_01259,55,Month-to-month,674.97,1,4,1,0,1
CUST_01260,55,Month-to-month,2737.31,0,28,1,1,0
CUST_01261,64,Month-to-month,2755.28,0,18,0,0,0
CUST_01262,6,Two year,1045.66,0,20,0,1,0
CUST_01263,69,One year,995.94,1,19,1,1,1
CUST_01264,9,Month-to-month,2047.79,1,13,0,1,0
CUST_01265,60,Month-to-month,1513.26,0,17,0,1,0
CUST_01266,36,Two year,1480.25,4,18,0,1,0
CUST_01267,58,One year,1231.55,2,17,0,1,0
CUST_01268,47,Two year,2545.3,3,10,1,1,0
CUST_01269,35,Month-to-month,2401.94,0,9,0,0,0
CUST_01270,24,Month-to-month,1497.55,5,0,0,0,1
CUST_01271,54,Month-to-month,429.91,2,1,0,0,0
CUST_01272,37,Month-to-month,1983.46,3,4,0,1,0
CUST_01273,31,Month-to-month,667.49,4,7,0,0,1
CUST_01274,54,One year,1669.94,1,29,0,0,0
CUST_01275,16,Two year,604.72,1,2,0,1,0
CUST_01276,62,Month-to-month,1293.34,1,28,0,1,0
CUST_01277,20,Two year,,2,29,0,0,1
CUST_01278,18,One year,2281.67,2,2,0,0,0
CUST_01279,28,Month-to-month,2950.66,4,28,0,0,1
CUST_01280,53,Month-to-month,2994.55,2,12,0,1,1
CUST_01281,67,One year,1643.25,2,10,0,1,1
CUST_01282,16,One year,1629.23,2,20,0,1,1
CUST_01283,14,Month-to-month,2678.56,2,28,0,0,0
CUST_01284,34,Two year,919.85,1,9,0,0,0
CUST_01285,53,Month-to-month,2487.31,1,12,0,1,1
CUST_01286,53,One year,2205.56,0,12,0,1,0
CUST_01287,51,Month-to-month,2895.12,2,0,0,1,1
CUST_01288,23,Month-to-month,1392.04,0,3,0,0,0
CUST_01289,5,One year,650.59,0,22,0,0,1
CUST_01290,44,Two year,1535.18,3,0,0,0,0
CUST_01291,35,Month-to-month,1439.28,0,29,0,0,1
CUST_01292,20,Month-to-month,2629.1,2,4,0,1,0
CUST_01293,71,Two year,2123.69,0,20,1,1,0
CUST_01294,45,Month-to-month,696.18,4,7,0,0,0
CUST_01295,63,Month-to-month,2011.61,1,15,0,1,0
CUST_01296,35,Month-to-month,1026.88,0,29,0,0,0
CUST_01297,44,One year,1898.95,0,17,1,0,0
CUST_01298,30,Month-to-month,2498.31,1,3,1,1,1
CUST_01299,47,Month-to-month,1087.58,2,3,0,1,0
CUST_01300,10,Month-to-month,2701.94,2,22,0,0,1
CUST_01301,37,One year,772.55,1,18,0,1,0
CUST_01302,28,One year,2884.4,1,6,0,0,1
CUST_01303,33,Month-to-month,2467.74,1,23,0,0,1
CUST_01304,56,One year,1034.35,1,10,0,0,0
CUST_01305,31,One year,1421.53,1,11,0,1,0
CUST_01306,13,One year,2368.75,4,22,1,0,1
CUST_01307,20,One year,822.71,1,12,0,1,0
CUST_01308,56,One year,2820.27,1,29,0,0,0
CUST_01309,71,One year,743.27,2,29,0,1,1
CUST_01310,59,Month-to-month,2008.53,4,2,0,1,1
CUST_01311,61,Month-to-month,1070.04,3,21,0,0,0
CUST_01312,66,One year,2030.1,2,18,0,1,0
CUST_01313,17,Two year,310.68,1,20,0,0,0
CUST_01314,38,Month-to-month,2288.2,3,11,0,0,1
CUST_01315,68,One year,415.34,1,2,0,1,0
CUST_01316,37,Month-to-month,595.19,5,24,0,1,0
CUST_01317,26,Month-to-month,2459.4,1,13,0,1,0
CUST_01318,35,Two year,2273.15,3,7,0,1,1
CUST_01319,56,Month-to-month,2599.85,1,25,0,0,1
CUST_01320,40,One year,2765.6,1,26,0,0,0
CUST_01321,35,Two year,781.11,3,27,0,0,0
CUST_01322,62,Month-to-month,998.43,0,15,0,1,0
CUST_01323,32,One year,1833.56,2,5,0,1,0
CUST_01324,40,Month-to-month,2341.25,0,23,0,1,1
CUST_01325,53,Month-to-month,2061.85,2,11,0,0,0
CUST_01326,41,One year,2019.48,2,26,1,1,1
CUST_01327,34,Month-to-month,707.23,0,24,0,0,1
CUST_01328,56,Two year,2628.23,4,2,0,1,0
CUST_01329,53,Month-to-month,988.4,0,4,0,0,0
CUST_01330,22,Two year,1863.94,2,12,1,0,1
CUST_01331,69,One year,1976.67,1,21,0,0,1
CUST_01332,3,One year,927.85,4,3,0,1,0
CUST_01333,57,One year,958.26,3,12,1,0,0
CUST_01334,67,One year,2561.95,1,15,0,1,1
CUST_01335,33,Two year,1787.31,0,15,0,0,1
CUST_01336,28,Month-to-month,,2,18,0,1,0
CUST_01337,61,Month-to-month,560.55,0,23,0,1,0
CUST_01338,35,Month-to-month,2336.67,2,14,0,0,1
CUST_01339,24,Two year,779.95,2,13,0,1,1
CUST_01340,34,One year,,2,21,0,1,0
CUST_01341,57,One year,885.31,1,17,0,0,1
CUST_01342,51,Month-to-month,2299.02,1,1,0,1,0
CUST_01343,24,Month-to-month,2219.99,3,1,0,1,1
CUST_01344,16,Month-to-month,671.92,1,18,1,0,0
CUST_01345,9,One year,795.55,2,2,0,0,0
CUST_01346,19,Two year,2157.53,1,4,0,0,1
CUST_01347,37,Month-to-month,1221.62,1,2,0,1,0
CUST_01348,17,One year,1222.49,2,8,0,0,0
CUST_01349,13,Month-to-month,436.8,2,22,0,0,1
CUST_01350,52,One year,1662.94,1,0,0,1,0
CUST_01351,38,Month-to-month,761.84,0,13,0,0,1
CUST_01352,31,Month-to-month,2679.16,1,18,0,1,0
CUST_01353,6,Two year,352.35,1,13,0,1,0
CUST_01354,71,One year,502.49,2,18,0,0,0
CUST_01355,63,Two year,587.12,4,1,0,1,0
CUST_01356,63,One year,745.7,1,26,0,0,1
CUST_01357,59,Month-to-month,1188.21,3,14,0,0,0
CUST_01358,69,Two year,613.75,4,4,0,1,0
CUST_01359,13,Month-to-month,1651.25,1,16,1,1,1
CUST_01360,15,Month-to-month,1364.62,1,28,0,1,1
CUST_01361,56,Two year,2256.72,2,9,0,1,0
CUST_01362,15,Month-to-month,983.02,0,11,0,1,0
CUST_01363,71,Month-to-month,2133.29,4,4,1,1,1
CUST_01364,55,One year,335.59,1,12,0,0,0
CUST_01365,51,Month-to-month,1386.33,1,21,0,0,1
CUST_01366,46,Month-to-month,2697.23,1,23,1,1,0
CUST_01367,60,One year,564.55,0,25,0,1,0
CUST_01368,22,Month-to-month,760.67,3,4,0,1,1
CUST_01369,65,One year,2726.59,0,9,0,0,1
CUST_01370,28,Month-to-month,2062.22,1,9,1,1,0
CUST_01371,32,Month-to-month,386.7,1,5,1,1,0
CUST_01372,2,One year,2832.72,0,10,0,0,1
CUST_01373,49,One year,339.97,0,23,0,0,1
CUST_01374,70,One year,2757.64,0,22,0,0,1
CUST_01375,40,Month-to-month,1894.78,1,6,0,0,0
CUST_01376,8,Month-to-month,526.55,1,26,0,0,1
CUST_01377,10,Month-to-month,2338.62,1,7,0,0,1
CUST_01378,58,Month-to-month,2272.62,1,28,0,0,1
CUST_01379,12,Month-to-month,2723.94,3,28,0,0,1
CUST_01380,33,One year,843.49,0,1,0,1,0
CUST_01381,40,Month-to-month,2295.36,1,20,0,1,1
CUST_01382,52,Month-to-month,2381.9,1,16,0,1,0
CUST_01383,71,Two year,2551.24,4,9,0,1,1
CUST_01384,6,Month-to-month,1261.73,0,5,0,1,0
CUST_01385,11,One year,1520.13,1,3,1,0,0
CUST_01386,38,One year,1059.71,0,6,0,1,0
CUST_01387,62,Two year,2780.81,3,26,0,0,0
CUST_01388,34,Two year,336.92,1,13,0,0,0
CUST_01389,31,One year,2717.14,1,15,0,1,0
CUST_01390,50,Month-to-month,1495.9,2,29,0,1,1
CUST_01391,18,Month-to-month,1050.26,3,21,0,0,1
CUST_01392,10,One year,1103.33,2,1,0,1,0
CUST_01393,42,Month-to-month,378.07,1,7,0,0,0
CUST_01394,67,Two year,2389.08,2,10,0,0,1
CUST_01395,14,One year,773.59,2,15,0,0,0
CUST_01396,71,Month-to-month,1142.84,3,25,1,1,0
CUST_01397,56,Month-to-month,1017.84,0,5,0,1,0
CUST_01398,15,Month-to-month,838.07,0,18,1,0,1
CUST_01399,14,Month-to-month,1662.67,4,29,0,0,1
CUST_01400,7,Month-to-month,2759.37,2,20,1,1,1
CUST_01401,3,One year,2955.0,1,10,1,0,1
CUST_01402,39,Month-to-month,2735.84,1,15,0,1,1
CUST_01403,8,Month-to-month,869.75,1,14,0,1,0
CUST_01404,32,One year,574.61,4,23,0,1,1
CUST_01405,40,One year,596.32,0,28,1,1,0
CUST_01406,46,Month-to-month,1937.42,3,9,0,0,1
CUST_01407,9,Month-to-month,1710.25,3,26,0,1,1
CUST_01408,70,One year,1923.46,1,8,0,1,0
CUST_01409,9,Month-to-month,417.12,3,5,1,1,1
CUST_01410,52,Month-to-month,967.6,3,16,0,1,1
CUST_01411,3,Two year,2217.87,3,9,0,0,0
CUST_01412,52,Month-to-month,2874.64,1,25,0,0,0
CUST_01413,20,One year,794.93,0,17,1,1,0
CUST_01414,64,Month-to-month,772.91,3,18,0,1,0
CUST_01415,25,Two year,2250.45,1,3,1,0,1
CUST_01416,44,One year,2049.11,3,21,0,0,0
CUST_01417,61,One year,1417.28,2,13,0,0,0
CUST_01418,24,Two year,650.35,6,20,0,0,0
CUST_01419,24,Month-to-month,1961.02,2,19,0,0,1
CUST_01420,10,Two year,2258.21,8,2,0,0,1
CUST_01421,54,Month-to-month,1416.85,2,18,0,0,1
CUST_01422,20,Two year,1760.91,3,8,0,1,1
CUST_01423,24,Two year,409.48,0,11,0,0,0
CUST_01424,43,One year,2722.12,4,29,0,0,1
CUST_01425,67,Two year,1530.75,0,24,0,0,1
CUST_01426,17,Month-to-month,510.2,5,1,0,0,1
CUST_01427,24,Month-to-month,1024.9,2,20,0,1,0
CUST_01428,19,One year,794.58,0,15,0,1,0
CUST_01429,38,Two year,1841.71,0,11,0,1,1
CUST_01430,50,One year,2218.74,0,28,0,1,1
CUST_01431,14,Month-to-month,2014.89,0,12,0,0,1
CUST_01432,58,One year,371.81,1,15,0,0,0
CUST_01433,2,Month-to-month,2125.91,3,23,0,1,0
CUST_01434,21,Month-to-month,1942.48,4,19,1,0,1
CUST_01435,16,Two year,524.59,1,0,0,0,0
CUST_01436,67,Month-to-month,2827.98,1,20,0,1,0
CUST_01437,9,Two year,2187.35,1,12,0,0,1
CUST_01438,55,Month-to-month,558.81,0,27,0,0,0
CUST_01439,30,Month-to-month,1996.16,2,16,0,1,0
CUST_01440,25,Month-to-month,1415.19,1,9,1,1,0
CUST_01441,71,Month-to-month,528.61,1,0,0,1,0
CUST_01442,34,One year,839.44,1,16,0,0,0
CUST_01443,59,Month-to-month,2631.6,0,27,0,0,1
CUST_01444,10,One year,1381.89,3,1,0,1,0
CUST_01445,16,Two year,392.14,3,16,0,0,0
CUST_01446,56,Month-to-month,2934.55,2,27,0,1,1
CUST_01447,55,Two year,1196.78,3,10,0,1,0
CUST_01448,65,One year,1823.96,0,0,0,1,0
CUST_01449,13,One year,320.51,1,3,0,0,0
CUST_01450,57,Month-to-month,2116.53,1,21,0,0,0
CUST_01451,19,One year,2557.93,0,19,0,0,0
CUST_01452,7,One year,1074.59,0,14,1,1,0
CUST_01453,25,Month-to-month,2295.82,2,18,0,1,0
CUST_01454,67,One year,2628.38,3,17,0,0,1
CUST_01455,5,Month-to-month,1276.47,2,22,0,1,1
CUST_01456,25,Month-to-month,1610.64,0,20,0,1,1
CUST_01457,38,Month-to-month,366.41,0,22,0,0,0
CUST_01458,43,Two year,1676.15,1,19,1,1,0
CUST_01459,5,One year,2496.3,2,12,0,1,0
CUST_01460,21,Month-to-month,1335.86,1,0,0,0,1
CUST_01461,22,Month-to-month,1178.0,3,3,0,1,0
CUST_01462,25,Two year,2909.19,3,8,0,0,0
CUST_01463,8,One year,1567.69,1,2,0,1,0
CUST_01464,22,One year,1943.89,0,18,0,1,0
CUST_01465,32,Month-to-month,2489.69,2,21,1,0,1
CUST_01466,1,Month-to-month,575.86,0,0,0,0,0
CUST_01467,26,Month-to-month,2936.72,0,10,0,0,1
CUST_01468,40,Month-to-month,2926.66,2,9,0,0,1
CUST_01469,24,Month-to-month,1783.41,0,23,0,0,0
CUST_01470,35,Month-to-month,2734.97,2,23,1,1,1
CUST_01471,27,Two year,1563.52,1,15,0,1,0
CUST_01472,47,One year,2764.67,1,10,0,0,1
CUST_01473,42,Month-to-month,1176.4,1,4,1,1,0
CUST_01474,28,Month-to-month,2145.97,3,14,0,0,1
CUST_01475,50,Two year,794.73,0,22,0,0,0
CUST_01476,70,Month-to-month,1885.5,3,29,0,0,0
CUST_01477,7,Month-to-month,1282.42,0,12,0,0,1
CUST_01478,52,Month-to-month,2840.5,2,28,0,1,0
CUST_01479,63,One year,1458.63,0,14,0,1,0
CUST_01480,54,Month-to-month,2347.92,1,14,0,0,0
CUST_01481,40,Month-to-month,2419.92,1,11,0,0,1
CUST_01482,21,Month-to-month,972.1,0,24,0,1,1
CUST_01483,56,Two year,492.86,0,22,0,0,0
CUST_01484,66,Two year,1267.37,1,16,0,1,0
CUST_01485,65,Month-to-month,2471.03,0,16,0,0,0
CUST_01486,55,Month-to-month,1761.38,3,2,0,0,1
CUST_01487,11,Month-to-month,1646.82,1,2,0,1,1
CUST_01488,51,One year,2366.17,1,18,0,0,1
CUST_01489,22,Month-to-month,2698.84,0,7,0,0,1
CUST_01490,4,One year,2472.66,0,25,1,1,0
CUST_01491,67,Month-to-month,2947.84,4,24,0,0,1
CUST_01492,38,One year,1600.12,2,23,1,0,1
CUST_01493,10,Two year,2904.17,2,23,0,0,1
CUST_01494,2,Month-to-month,533.98,1,7,1,1,0
CUST_01495,28,Two year,651.81,3,9,0,1,0
CUST_01496,12,Month-to-month,1363.99,1,11,0,0,0
CUST_01497,4,Month-to-month,1118.14,3,13,0,0,1
CUST_01498,50,Month-to-month,1340.18,1,4,1,0,1
CUST_01499,14,One year,1023.48,2,9,0,0,0
CUST_01500,28,Month-to-month,2243.65,2,20,0,0,1
CUST_01501,48,One year,694.36,1,5,1,1,0
CUST_01502,59,One year,2589.48,3,22,0,0,0
CUST_01503,15,Month-to-month,2476.83,3,17,0,0,1
CUST_01504,59,Two year,2533.1,1,29,0,0,0
